instance,method,steiner_methods,randomization,status,time,obtuse_count,steiner_points,energy,p_bar,category
simple-polygon-exterior_10_40642b31.instance.json,sa,,True,BEST,0.048364877700805664,0,26,13.00,1.6160934695807951,B
point-set_10_13860916.instance.json,sa,,False,BEST,0.011109590530395508,0,18,9.00,4.430669759928975,A
simple-polygon-exterior_100_f1740925.instance.json,sa,,True,BEST,4.510499000549316,8,68,50.00,0.9971977933820823,B
simple-polygon-exterior-20_80_889602ae.instance.json,sa,,True,BEST,1.131546974182129,7,65,46.50,0.8183813832544352,B
simple-polygon-exterior-20_20_0f96fb2c.instance.json,sa,,True,BEST,0.09430193901062012,10,43,41.50,2.0382294937827425,B
simple-polygon-exterior-20_20_1e719235.instance.json,sa,,True,BEST,0.17764735221862793,1,53,28.50,2.3365508536167066,B
simple-polygon-exterior-20_250_eb5ab92f.instance.json,local,,False,BEST,15.413057565689087,39,45,100.50,0.0,B
point-set_20_72cd2066.instance.json,sa,,True,BEST,0.09785127639770508,7,45,36.50,1.8892784918473022,A
simple-polygon-exterior_20_ff791267.instance.json,sa,,True,BEST,0.3109157085418701,32,53,90.50,1.0036324102979324,B
point-set_10_ae0fff93.instance.json,sa,,False,BEST,0.007809162139892578,0,11,5.50,3.1668767655608776,A
simple-polygon-exterior-20_150_41e0c5f0.instance.json,local,,False,BEST,17.900877475738525,16,65,64.50,1.5018255915812861,B
simple-polygon-exterior_80_22d34c7e.instance.json,sa,,True,BEST,19.6161208152771,13,95,73.50,1.110944895504685,B
simple-polygon-exterior-20_20_e64ff8fc.instance.json,sa,,True,BEST,0.16879510879516602,9,49,42.50,1.255430849306672,B
ortho_100_bd1e4a14.instance.json,sa,,True,BEST,0.6771445274353027,8,60,46.00,2.5784490595819456,D
point-set_150_1fb326cf.instance.json,sa,,True,BEST,15.309550523757935,0,49,24.50,0.8848126051431479,A
point-set_20_5868538a.instance.json,sa,,True,BEST,0.07766246795654297,5,41,30.50,3.0054256160902177,A
