category,time,steiner_points,energy,p_bar,obtuse_count
A,1.1678926015639093,26.013194231359314,31.783829395520097,0.38920569059095256,9.38861613992022
B,1.7695280242036262,27.234841941613404,34.60550181378476,0.2777250712583674,10.49404042148903
C,0.5605952056745688,21.276041666666668,21.044270833333332,0.5644587624777772,5.203125
D,0.20953707253150494,12.525096525096526,13.843629343629344,0.38280565228289365,3.7905405405405403
E,0.2827747751058801,13.93546441495778,16.461097708082026,0.3617801500530133,4.746682750301568
